P_ID,Property_name,Price,BHK,Transaction_type,Floor,Facing_Direction,Furnishing,Ownership,Bathrooms,Car_Parking,Status,Product_link,Area_in_sqr_feet,Price_per_sqr_feet
P_531,Private property,7800000,3,Resale,1,South -West,Unfurnished,Freehold,2,1,Ready to Move,,113,7046
P_532,Private property,3200000,1,Resale,0,East,Unfurnished,Freehold,2,1,Ready to Move,,25,8889
P_533,Private property,22400000,3,Resale,1,North,Semi-Furnished,Freehold,3,1,Ready to Move,,1199,16071
P_534,Private property,18500000,3,Resale,2,East,Semi-Furnished,Freehold,2,1,Ready to Move,,900,18500
P_535,Private property,2400000,1,Resale,4,South - East,Unfurnished,Freehold,1,1,Ready to Move,,426,5333
P_536,Private property,26500000,3,Resale,4,East,Semi-Furnished,Freehold,3,2,Ready to Move,,1900,13384
P_537,Private property,14500000,3,Resale,2,South - East,Semi-Furnished,Freehold,2,1,Ready to Move,,1550,8056
P_538,Private property,17500000,3,Resale,1,South -West,Semi-Furnished,Freehold,3,1,Ready to Move,,1700,8750
P_539,Private property,4000000,2,Resale,2,East,Semi-Furnished,Freehold,1,1,Ready to Move,,50,10000
P_540,Private property,2000000,1,Resale,2,East,Semi-Furnished,Freehold,1,1,Ready to Move,,455,3636
P_541,Private property,30000000,4,Resale,2,East,Semi-Furnished,Freehold,4,1,Ready to Move,,240,13333
P_542,Private property,2800000,2,Resale,2,East,Unfurnished,Freehold,2,1,Ready to Move,,50,6222
P_543,Private property,11000000,2,Resale,1,East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/soochana-apartment-vasundhara-enclave-new-delhi-pdpid-4d4235303834303131,1050,10476
P_544,Private property,12500000,2,Resale,7,North - East,Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/national-apartment-dwarka-sector-3-new-delhi-pdpid-4d4235303131313931,1200,10417
P_545,Private property,17000000,3,Resale,2,South,Furnished,Freehold,2,1,Under Construction,,1000,10000
P_546,Private property,65000000,8,Resale,1,East,Semi-Furnished,Leasehold,2,1,Ready to Move,,200,28546
P_547,Private property,50000000,4,Resale,4,East,Furnished,Freehold,4,1,Ready to Move,,3600,13889
P_548,Private property,4000000,2,Resale,2,East,Semi-Furnished,Freehold,1,1,Ready to Move,,50,10000
P_549,Private property,5100000,3,Resale,3,East,Unfurnished,Freehold,3,1,Ready to Move,,127,40157
P_550,Private property,3000000,2,Resale,2,North,Furnished,Freehold,2,1,Ready to Move,,600,4615
P_551,Private property,8500000,2,Resale,2,East,Semi-Furnished,Freehold,2,1,Ready to Move,,950,8095
P_552,Private property,3500000,2,Resale,3,West,Semi-Furnished,Power Of Attorney,2,1,Ready to Move,,700,3500
P_553,Private property,11000000,3,Resale,1,North - East,Semi-Furnished,Freehold,3,1,Ready to Move,,900,11000
P_554,Private property,24000000,3,Resale,1,South -West,Semi-Furnished,Freehold,3,1,Ready to Move,,1050,20000
P_555,Private property,6000000,2,Resale,1,North - East,Unfurnished,Freehold,2,1,Ready to Move,,500,12000
P_556,Private property,4200000,3,Resale,3,East,Semi-Furnished,Freehold,1,1,Ready to Move,,822,4959
P_557,Private property,9500000,2,Resale,2,East,Furnished,Freehold,2,1,Ready to Move,,910,10204
P_558,Private property,11000000,3,Resale,3,East,Unfurnished,Freehold,3,1,Ready to Move,,990,9684
P_559,Private property,3800000,3,Resale,1,East,Unfurnished,Freehold,2,1,Ready to Move,,725,4910
P_560,Private property,5500000,1,Resale,2,East,Unfurnished,Freehold,1,1,Ready to Move,,516,10000
P_561,Private property,12400000,2,Resale,3,North - East,Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/dda-maheshwari-apartment-rohini-sector-14-new-delhi-pdpid-4d4235303130373332,1000,11810
P_562,Private property,12500000,4,Resale,0,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/dda-pocket-b-dilshad-garden-new-delhi-pdpid-4d4235303736343539,1200,9615
P_563,Private property,56500000,6,New Property,0,East,Unfurnished,Freehold,2,1,Ready to Move,,3600,15694
P_564,Private property,3150000,1,Resale,2,East,Furnished,Freehold,1,1,Ready to Move,https://www.magicbricks.com/dda-gh-4-rohini-rohini-sector-28-new-delhi-pdpid-4d4235313639313933,450,7000
P_565,Private property,62500000,4,Resale,3,North - East,Unfurnished,Freehold,4,2,Ready to Move,,2800,17857
P_566,Private property,37500000,4,Resale,1,East,Semi-Furnished,Freehold,4,3,Ready to Move,,2500,13889
P_567,Private property,4129999,2,Resale,2,East,Semi-Furnished,Freehold,2,1,Ready to Move,,675,6022
P_568,Private property,12500000,2,Resale,0,East,Unfurnished,Freehold,1,1,Ready to Move,https://www.magicbricks.com/dda-mig-flats-pocket-f-gtb-enclave-new-delhi-pdpid-4d4235303735323634,900,12500
P_569,Private property,6000000,3,Resale,0,North,Unfurnished,Freehold,2,1,Ready to Move,,830777,6897
P_570,Private property,13000000,3,Resale,2,East,Semi-Furnished,Freehold,2,1,Ready to Move,,950,13000
P_571,Private property,11600000,3,Resale,3,South - East,Unfurnished,Freehold,2,1,Ready to Move,,950,10545
P_572,Private property,71500000,5,Resale,2,East,Unfurnished,Freehold,4,1,Ready to Move,,2100,31778
P_573,Private property,2200000,3,Resale,2,East,Furnished,Freehold,2,1,Ready to Move,,65,3761
P_574,Private property,6500000,3,Resale,2,East,Semi-Furnished,Freehold,3,1,Ready to Move,,1800,2955
P_575,Private property,7000000,8,Resale,2,North - East,Unfurnished,Freehold,4,1,Ready to Move,,170,4575
P_576,Private property,3300000,2,New Property,3,South,Semi-Furnished,Freehold,2,1,Ready to Move,,890,3300
P_577,Private property,23500000,4,Resale,2,South -West,Furnished,Freehold,3,1,Ready to Move,,1550,14242
P_578,Private property,2100000,1,Resale,1,East,Semi-Furnished,Freehold,1,1,Ready to Move,,50,3889
P_579,Private property,6500000,3,Resale,2,East,Semi-Furnished,Freehold,3,1,Ready to Move,,1800,2955
P_580,Private property,7000000,8,Resale,2,North - East,Unfurnished,Freehold,4,1,Ready to Move,,170,4575
P_581,Private property,3300000,2,New Property,3,South,Semi-Furnished,Freehold,2,1,Ready to Move,,890,3300
P_582,Private property,2100000,1,Resale,1,East,Semi-Furnished,Freehold,1,1,Ready to Move,,50,3889
P_583,Private property,6000000,2,Resale,3,East,Unfurnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/dda-flats-new-ranjit-nagar-new-delhi-pdpid-4d4235303738343630,550,10000
P_584,Private property,1650000,1,Resale,1,North,Unfurnished,Freehold,1,1,Ready to Move,,425,3667
P_585,Private property,90000000,3,Resale,0,East,Furnished,Freehold,5,2,Ready to Move,,6200,14516
P_586,Private property,32500000,4,Resale,3,North - West,Semi-Furnished,Leasehold,4,1,Ready to Move,,2700,12037
P_587,Private property,90000000,4,Resale,1,East,Semi-Furnished,Freehold,2,2,Ready to Move,,2500,36000
P_588,Private property,35000000,5,Resale,3,East,Furnished,Freehold,4,1,Ready to Move,,2200,10000
P_589,Private property,1500000,2,Resale,0,North - West,Semi-Furnished,Freehold,1,1,Ready to Move,,300,3000
P_590,Private property,2800000,2,Resale,2,East,Unfurnished,Freehold,2,1,Ready to Move,,50,4444
P_591,Private property,50000000,4,Resale,0,East,Semi-Furnished,Freehold,4,1,Ready to Move,,1900,25000
P_592,Private property,4800000,3,Resale,3,East,Furnished,Freehold,2,1,Ready to Move,,1000,4571
P_593,Private property,12000000,3,Resale,1,East,Semi-Furnished,Freehold,3,1,Ready to Move,,1080,10667
P_594,Private property,25000000,3,Resale,0,East,Semi-Furnished,Leasehold,3,1,Ready to Move,,1700,13889
P_595,Private property,4700000,3,Resale,3,East,Semi-Furnished,Freehold,3,1,Ready to Move,,90,5222
P_596,Private property,3500000,1,Resale,2,East,Unfurnished,Freehold,2,1,Ready to Move,,450,7000
P_597,Private property,8500000,2,Resale,1,North,Unfurnished,Freehold,2,1,Ready to Move,,800,8500
P_598,Private property,3600000,2,Resale,3,North,Semi-Furnished,Freehold,2,1,Ready to Move,,610,5714
P_599,Private property,24000000,2,Resale,1,South,Furnished,Freehold,2,2,Ready to Move,,900,20000
P_600,Private property,15500000,2,Resale,0,North - East,Furnished,Freehold,2,1,Ready to Move,,600,17222
P_601,Private property,2650000,1,Resale,4,East,Semi-Furnished,Freehold,1,1,Ready to Move,,450,5300
P_602,Private property,2800000,1,Resale,1,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,,450,5600
P_603,Private property,25000000,3,Resale,0,North - East,Furnished,Freehold,2,1,Ready to Move,,1500,15625
P_604,Private property,1800000,1,Resale,3,West,Semi-Furnished,Freehold,1,1,Ready to Move,,300,3600
P_605,Private property,3200000,1,Resale,2,East,Semi-Furnished,Freehold,1,1,Ready to Move,https://www.magicbricks.com/dda-janta-flats-tri-nagar-new-delhi-pdpid-4d4235303931353035,550,5818
P_606,Private property,25000000,4,New Property,0,North - West,Semi-Furnished,Freehold,4,1,Under Construction,,2800,11111
P_607,Private property,4100000,2,Resale,3,East,Unfurnished,Freehold,2,1,Ready to Move,,70,6508
P_608,Private property,3800000,2,Resale,2,South,Semi-Furnished,Freehold,2,1,Ready to Move,,430,5067
P_609,Private property,8000000,2,Resale,0,North - East,Unfurnished,Freehold,2,1,Ready to Move,,950,8000
P_610,Private property,4500000,2,Resale,4,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,,300,9000
P_611,Private property,7300000,2,Resale,2,East,Semi-Furnished,Leasehold,2,1,Ready to Move,,900,7684
P_612,Private property,9500000,3,Resale,3,North,Semi-Furnished,Freehold,1,1,Ready to Move,https://www.magicbricks.com/ag1-pocket-vikaspuri-vikaspuri-new-delhi-pdpid-4d4235313730383231,1000,9500
P_613,Private property,25000000,4,New Property,0,North - West,Semi-Furnished,Freehold,4,1,Under Construction,,2800,11111
P_614,Private property,3800000,2,Resale,2,South,Semi-Furnished,Freehold,2,1,Ready to Move,,430,5067
P_615,Private property,8000000,2,Resale,0,North - East,Unfurnished,Freehold,2,1,Ready to Move,,950,8000
P_616,Private property,9500000,3,Resale,3,North,Semi-Furnished,Freehold,1,1,Ready to Move,https://www.magicbricks.com/ag1-pocket-vikaspuri-vikaspuri-new-delhi-pdpid-4d4235313730383231,1000,9500
P_617,Private property,1900000,1,New Property,4,South -West,Semi-Furnished,Freehold,1,1,Ready to Move,,428,4222
P_618,Private property,14000000,3,Resale,3,East,Semi-Furnished,Freehold,2,1,Ready to Move,,950,14000
P_619,Private property,42500000,4,Resale,3,South - East,Semi-Furnished,Freehold,4,3,Ready to Move,,2700,14310
P_620,Private property,7500000,2,Resale,1,East,Semi-Furnished,Freehold,2,1,Ready to Move,,900,7500
P_621,Private property,18000000,2,Resale,1,East,Unfurnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/dda-flat-ad-block-shalimar-bagh-new-delhi-pdpid-4d4235303931363535,1300,13900
P_622,Private property,4500000,2,Resale,2,East,Furnished,Freehold,1,1,Ready to Move,,45,7601
P_623,Private property,35000000,4,Resale,2,East,Semi-Furnished,Freehold,5,1,Ready to Move,,2350,12500
P_624,Private property,4200000,3,Resale,3,East,Unfurnished,Freehold,2,1,Ready to Move,,900,10000
P_625,Private property,25000000,4,Resale,1,North,Semi-Furnished,Freehold,3,1,Ready to Move,,1980,12346
P_626,Private property,25000000,4,Resale,0,East,Furnished,Freehold,2,1,Ready to Move,,2100,12077
P_627,Private property,21000000,4,Resale,0,East,Unfurnished,Freehold,3,1,Ready to Move,,1500,13125
P_628,Private property,15000000,3,Resale,1,East,Semi-Furnished,Freehold,3,1,Ready to Move,,1005,10753
P_629,Private property,25000000,3,Resale,8,North - West,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/pawittra-apartment-vasundhara-enclave-new-delhi-pdpid-4d4235303130373135,1500,14706
P_630,Private property,3500000,1,Resale,1,North,Semi-Furnished,Freehold,1,1,Ready to Move,,450,7000
P_631,Private property,33000000,4,Resale,0,South,Semi-Furnished,Freehold,4,3,Ready to Move,https://www.magicbricks.com/d7-vasant-kunj-apartment-vasant-kunj-new-delhi-pdpid-4d4235323132323035,2000,16500
P_632,Private property,9000000,3,Resale,2,East,Furnished,Freehold,1,1,Ready to Move,,1000,9000
P_633,Private property,7500000,3,Resale,4,East,Semi-Furnished,Freehold,2,1,Ready to Move,,840,8333
P_634,Private property,21000000,3,Resale,2,East,Unfurnished,Freehold,3,1,Ready to Move,,1400,14000
P_635,Private property,1150000,1,Resale,1,East,Semi-Furnished,Freehold,1,1,Ready to Move,,500,2300
P_636,Private property,5800000,3,Resale,3,North,Semi-Furnished,Freehold,3,1,Ready to Move,,800,6444
P_637,Private property,4800000,3,Resale,3,North,Semi-Furnished,Freehold,2,1,Ready to Move,,810,4638
P_638,Private property,19500000,3,Resale,4,East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/dda-qutab-view-appartment-katwaria-sarai-new-delhi-pdpid-4d4235303735383332,912,21382
P_639,Sukhmani Properties,25000000,3,New Property,3,East,Unfurnished,Freehold,3,1,Ready to Move,,1650,13889
P_640,Sukhmani Properties,21000000,3,Resale,4,North,Furnished,Freehold,2,1,Ready to Move,,1000,19091
P_641,Sukhmani Properties,14500000,3,Resale,4,East,Semi-Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/prayag-apartments-vasundhara-enclave-new-delhi-pdpid-4d4235303131313136,1100,12083
P_642,Sukhmani Properties,70000000,4,Resale,1,North - East,Semi-Furnished,Freehold,4,2,Ready to Move,,2500,25926
P_643,Sukhmani Properties,9000000,3,Resale,3,East,Semi-Furnished,Freehold,2,1,Ready to Move,,1350,6000
P_644,Sukhmani Properties,6800000,2,Resale,4,East,Semi-Furnished,Freehold,2,1,Ready to Move,,550,8831
P_645,Shriram Properties,9000000,2,Resale,1,South,Semi-Furnished,Freehold,2,1,Ready to Move,,900,9375
P_646,Shriram Properties,16500000,3,Resale,1,South,Semi-Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/the-shabad-apartment-dwarka-sector-13-new-delhi-pdpid-4d4235303734343539,1350,11458
P_647,Shriram Properties,16500000,3,Resale,1,South,Semi-Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/the-shabad-apartment-dwarka-sector-13-new-delhi-pdpid-4d4235303734343539,1350,11458
P_648,Shriram Properties,31000000,4,New Property,4,East,Semi-Furnished,Freehold,5,2,Ready to Move,https://www.magicbricks.com/dda-indraprastha-apartment-dwarka-sector-12-new-delhi-pdpid-4d4235303836353931,2200,13778
P_649,Shriram Properties,1600000,1,Resale,4,East,Semi-Furnished,Freehold,1,1,Ready to Move,,50,3556
P_650,Shriram Properties,25099999,3,Resale,1,East,Semi-Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/true-friends-apartments-dwarka-sector-6-new-delhi-pdpid-4d4235303131313430,2344,10708
P_651,Unique Real Estate Solutions,6000000,2,Resale,0,North,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/dda-lig-flat-mayur-vihar-ph-3-mayur-vihar-3-new-delhi-pdpid-4d4235323132323335,650,8000
P_652,Unique Real Estate Solutions,6500000,3,New Property,4,East,Furnished,Freehold,3,1,Ready to Move,,1400,5417
P_653,Unique Real Estate Solutions,22500000,3,New Property,3,East,Furnished,Freehold,3,1,Ready to Move,,1100,16071
P_654,Unique Real Estate Solutions,3800000,2,Resale,3,East,Unfurnished,Freehold,2,1,Ready to Move,,700,5630
P_655,Unique Real Estate Solutions,25000000,3,Resale,4,East,Unfurnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/sbi-enclave-vikaspuri-new-delhi-pdpid-4d4235303731383036,1800,13889
P_656,Unique Real Estate Solutions,11000000,2,Resale,0,West,Unfurnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/dda-flats-katwaria-sarai-new-delhi-pdpid-4d4235303737353234,900,12222
P_657,Unique Real Estate Solutions,13500000,3,Resale,4,North - East,Unfurnished,Freehold,3,1,Ready to Move,,1600,7941
P_658,Unique Real Estate Solutions,22000000,3,New Property,2,East,Semi-Furnished,Freehold,4,1,Ready to Move,,1750,10962
P_659,Unique Real Estate Solutions,24500000,3,Resale,4,East,Furnished,Freehold,3,1,Ready to Move,,1680,13611
P_660,Unique Real Estate Solutions,5750000,3,Resale,1,East,Unfurnished,Freehold,2,1,Ready to Move,,90,6389
P_661,ARS Real Estete 1,6450000,4,Resale,3,East,Semi-Furnished,Freehold,3,2,Ready to Move,,170,4778
P_662,ARS Real Estete,3400000,3,Resale,3,East,Unfurnished,Freehold,1,1,Ready to Move,,990,3434
P_663,ARS Real Estete,45700000,3,New Property,17,East,Semi-Furnished,Co-operative Society,3,1,Under Construction,https://www.magicbricks.com/dlf-midtown-plaza-moti-nagar-new-delhi-pdpid-4d4235333336313331,2288,20000
P_664,ARS Real Estete,4200000,2,Resale,1,East,Unfurnished,Freehold,2,1,Ready to Move,,660,10000
P_665,ARS Real Estete,16500000,3,New Property,2,East,Unfurnished,Freehold,2,1,Ready to Move,,1400,11000
P_666,ARS Real Estete,5500000,3,New Property,1,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,,120,4889
P_667,ARS Real Estete,5800000,3,New Property,1,East,Semi-Furnished,Freehold,2,1,Ready to Move,,900,5800
P_668,ARS Real Estete,13500000,3,Resale,5,North,Semi-Furnished,Freehold,2,1,Ready to Move,,1250,10000
P_669,ARS Real Estete,13700000,2,Resale,6,East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/ashiyana-apartment-mayur-vihar-1-new-delhi-pdpid-4d4235303836363538,900,11913
P_670,ARS Real Estete,22000000,3,Resale,1,East,Unfurnished,Freehold,3,1,Ready to Move,,1550,12222
P_671,ARS Real Estete,46000000,4,Resale,1,North - East,Semi-Furnished,Freehold,4,2,Ready to Move,,2900,15333
P_672,ARS Real Estete,4500000,2,Resale,1,West,Semi-Furnished,Freehold,2,1,Ready to Move,,400,7500
P_673,ARS Real Estete,23500000,3,Resale,6,East,Semi-Furnished,Freehold,2,1,Ready to Move,,1500,14242
P_674,ARS Real Estete,5000000,3,Resale,1,South,Semi-Furnished,Freehold,3,1,Ready to Move,,700,5556
P_675,ARS Real Estete,55000000,4,Resale,1,South,Semi-Furnished,Freehold,4,1,Ready to Move,,2595,20370
P_676,ARS Real Estete,4600000,3,Resale,2,East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/gupta-plaza-kalkaji-new-delhi-pdpid-4d4235323135313437,800,5111
P_677,ARS Real Estete,50000000,3,New Property,3,North,Semi-Furnished,Freehold,3,1,Ready to Move,,1700,27778
P_678,ARS Real Estete,5200000,3,New Property,1,East,Unfurnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/farm-side-apartments-chhattarpur-new-delhi-pdpid-4d4235333234353835,1200,4333
P_679,Sharma housings,6500000,3,New Property,1,East,Semi-Furnished,Freehold,2,1,Under Construction,https://www.magicbricks.com/buildwick-corner-homes-chhattarpur-new-delhi-pdpid-4d4235333335333533,1400,4643
P_680,Sharma housings,70000000,4,New Property,2,East,Semi-Furnished,Freehold,5,1,Ready to Move,https://www.magicbricks.com/premium-builder-floors-defence-colony-new-delhi-pdpid-4d4235333331333831,2100,33333
P_681,Sharma housings,35000000,3,New Property,1,East,Semi-Furnished,Freehold,2,2,Ready to Move,https://www.magicbricks.com/luxury-builder-floor-greater-kailash-2-new-delhi-pdpid-4d4235333330323231,1800,19444
P_682,Aggarwal Real Estate,2500000,2,Resale,1,East,Semi-Furnished,Freehold,2,1,Ready to Move,,530,4545
P_683,J.R Developers,8700000,3,New Property,2,North,Semi-Furnished,Freehold,2,1,Ready to Move,,770,10235
P_684,Luxury Floors By Mark Developers,7430000,3,New Property,4,East,Semi-Furnished,Freehold,2,1,Ready to Move,,1125,5941
P_685,Negi Associates,17500000,3,Resale,3,North - West,Unfurnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/manglik-apartment-dwarka-sector-6-new-delhi-pdpid-4d4235303131313634,1800,9722
